archid,Partial training Validation Accuracy,onnx_latency (ms),parent,parents,iteration_num,search_walltime_hours,is_pareto
8ec1619b,0.04091691207885742,3.053765427062495,,,0,0.7185918717251883,False
728ef18f,0.04181876373291016,2.5298921243908503,,,0,0.7185918717251883,False
737eaa9e,0.04158737564086914,2.7479740757391684,,,0,0.7185918717251883,False
86554808,0.04112897872924805,14.303943888387746,,,0,0.7185918717251883,False
7c25ee35,0.03983229446411133,3.7161250360724,,,0,0.7185918717251883,False
b25742e0,0.04905512237548828,2.498430270805127,,,0,0.7185918717251883,False
f4c9de27,0.04540885925292969,3.1097444793623357,,,0,0.7185918717251883,False
b5a91d6f,0.038551944732666016,3.8887970977359347,,,0,0.7185918717251883,False
67e0a04f,0.04093281936645508,1.3927728972501225,,,0,0.7185918717251883,False
c25b17fe,0.03793371200561523,2.2026396123692393,,,0,0.7185918717251883,False
d711b792,0.03744149398803711,3.0883362001946404,,,0,0.7185918717251883,False
976baf38,0.0397103271484375,2.643055960070342,,,0,0.7185918717251883,False
80a73d2b,0.03674031829833985,4.911019733796517,,,0,0.7185918717251883,False
0481fb37,0.04258362579345703,1.7622461821883917,,,0,0.7185918717251883,False
8c10ef90,0.03940948104858399,1.8977249074830778,,,0,0.7185918717251883,False
0750307a,0.05085625076293945,3.6966963603885636,,,0,0.7185918717251883,False
6b0736b1,0.04777210235595703,1.8609580982269511,,,0,0.7185918717251883,False
77dceb44,0.03902978897094726,3.7853321549482644,,,0,0.7185918717251883,False
d25b982d,0.04345193481445313,2.583175871728195,,,0,0.7185918717251883,False
366c2aee,0.03877198791503906,1.586856866358883,,,0,0.7185918717251883,False
144ea0b3,0.04753946304321289,5.2630786809863315,,,0,0.7185918717251883,False
b9d823bd,0.05049784088134766,1.6750666703511443,,,0,0.7185918717251883,False
5c44d5ee,0.04253822708129883,1.1276883202501469,,,0,0.7185918717251883,False
e62572c8,0.04688070678710937,1.4127376049550044,,,0,0.7185918717251883,False
fabc06e8,0.04797940063476563,2.0638547061632075,,,0,0.7185918717251883,False
f7fde7ba,0.04146652603149414,6.557489289229529,,,0,0.7185918717251883,False
c32d9aba,0.03890708541870117,7.3242640761762035,,,0,0.7185918717251883,False
9aef8f32,0.04055681991577149,8.266058501063121,,,0,0.7185918717251883,False
c0acf974,0.05090863800048828,3.415172164224916,,,0,0.7185918717251883,False
b864090e,0.0404296875,6.325351874499272,,,0,0.7185918717251883,False
03c71435,0.044090194702148436,5.73329756450322,,,0,0.7185918717251883,False
08637b07,0.04203335189819336,1.3358895868683855,,,0,0.7185918717251883,False
e61002c1,0.041696876525878904,2.8762693421190813,67e0a04f,,1,1.4586296495464113,False
49c4224b,0.049895332336425784,2.160903987371259,,,1,1.4586296495464113,False
6b53c59d,0.037936614990234374,7.913446119572553,80a73d2b,,1,1.4586296495464113,False
